RequestNum,AvgNodesTraversed,FailureRate,AvgExtFragSize
896,1.42,0.00,250.00
897,1.42,0.00,253.00
898,1.42,0.00,250.00
899,1.42,0.00,253.00
900,1.42,0.00,256.00
901,1.42,0.00,255.00
902,1.42,0.00,256.00
903,1.42,0.00,252.00
904,1.42,0.00,249.00
905,1.43,0.00,247.00
906,1.43,0.00,125.00
907,1.43,0.00,127.00
908,1.42,0.00,126.00
909,1.42,0.00,127.00
910,1.42,0.00,256.00
911,1.42,0.00,254.00
912,1.42,0.00,256.00
913,1.42,0.00,253.00
914,1.42,0.00,251.00
915,1.42,0.00,253.00
916,1.42,0.00,256.00
917,1.42,0.00,254.00
918,1.42,0.00,256.00
919,1.42,0.00,252.00
920,1.42,0.00,249.00
921,1.42,0.00,126.50
922,1.42,0.00,256.00
923,1.42,0.00,253.00
924,1.42,0.00,256.00
925,1.42,0.00,252.00
926,1.42,0.00,256.00
927,1.42,0.00,254.00
928,1.42,0.00,256.00
929,1.42,0.00,254.00
930,1.42,0.00,250.00
931,1.42,0.00,126.00
932,1.42,0.00,256.00
933,1.42,0.00,254.00
934,1.42,0.00,256.00
935,1.42,0.00,252.00
936,1.42,0.00,249.00
937,1.42,0.00,247.00
938,1.43,0.00,246.00
939,1.44,0.00,244.00
940,1.44,0.00,122.50
941,1.44,0.00,83.00
942,1.44,0.00,82.00
943,1.44,0.00,83.00
944,1.43,0.00,82.33
945,1.43,0.00,124.50
946,1.43,0.00,125.50
947,1.44,0.00,125.00
948,1.44,0.00,126.00
949,1.44,0.00,127.50
950,1.44,0.00,256.00
951,1.43,0.00,255.00
952,1.43,0.00,256.00
953,1.43,0.00,253.00
954,1.43,0.00,256.00
955,1.43,0.00,252.00
956,1.43,0.00,256.00
957,1.43,0.00,253.00
958,1.43,0.00,256.00
959,1.43,0.00,252.00
960,1.43,0.00,256.00
961,1.43,0.00,253.00
962,1.43,0.00,256.00
963,1.43,0.00,255.00
964,1.43,0.00,253.00
965,1.43,0.00,127.00
966,1.43,0.00,256.00
967,1.43,0.00,253.00
968,1.43,0.00,250.00
969,1.43,0.00,126.50
970,1.43,0.00,256.00
971,1.43,0.00,252.00
972,1.43,0.00,256.00
973,1.43,0.00,253.00
974,1.43,0.00,249.00
975,1.43,0.00,126.00
976,1.43,0.00,256.00
977,1.43,0.00,253.00
